Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J	Gene names
Q9LET0	reviewed		BHLH107 EN55 At3g56770 T8M16.100
Q84TK1	reviewed		BHLH10 EN23 At2g31220 F16D14.6
Q8W2F2	reviewed		BHLH11 EN137 At4g36060 T19K4.190
Q9LT67	reviewed		BHLH113 EN61 At3g19500 MLD14.24
Q9C682	reviewed		BHLH115 EN134 At1g51070 F23H24.8
Q1PF17	reviewed		BHLH18 EN28 At2g22750 T30L20.1
Q9SVU6	reviewed		BHLH23 EN107 At4g28790 F16A16.100
Q7XJU2	reviewed		BHLH153 At1g05710 F3F20.16
Q7XJU1	reviewed		BHLH154 At2g31730 F20M17.23 T9H9.27
Q9LEZ3	reviewed		BIM1 BHLH46 EN126 At5g08130 T22D6.70
Q9SW80	reviewed		BLH2 SAW1 At4g36870 AP22.90 C7A10.490
Q9FWS9	reviewed		BLH3 At1g75410 F1B16.6
Q9FNK4	reviewed		DELTA-OAT At5g46180 MCL19.24
O48844	reviewed		RPN2A At2g32730 F24L7.13
Q9ZVY7	reviewed		OBAP1A At1g05510 T25N20.16
Q8GWR2	reviewed		OBAP1B At2g31985 F22D22
Q9CAT6	reviewed		OCT1 1-Oct At1g73220 T18K17.11
O64515	reviewed		OCT2 2-Oct At1g79360 YUP8H12R.2
Q9SA38	reviewed		OCT3 3-Oct At1g16390 F3O9.19
Q9LHQ6	reviewed		OCT4 4-Oct At3g20660 F3H11.5
Q940M4	reviewed		OCT7 7-Oct At3g13050 MGH6.16
Q9M7Z1	reviewed		BCE2 DIN3 LTA1 At3g06850 F3E22.1
Q8H107	reviewed		At4g26910 F10M23.250
Q5M729	reviewed		At1g54220 F20D21.4
O24457	reviewed		PDH-E1 ALPHA At1g01090 T25K16.8
Q8LPF8	reviewed		OFUT29 At4g16650 dl4350w FCAALL.427
Q1JPM5	reviewed		OFUT30 At4g17430 dl4750c FCAALL.1
Q8W486	reviewed		OFUT1 At1g04910 F13M7.10
Q9C5J8	reviewed		OEP80 At5g19620 T29J13.40
F4HXW9	reviewed		OFUT4 At1g14970 F10B6.36 T15D22.1
Q9C6Z3	reviewed		PDH-E1 BETA E1-BETA-1 At1g30120 T2H7.8
Q9M1K1	reviewed		ORG2 BHLH38 EN8 At3g56970 F24I3.50
Q8VYD8	reviewed		ORLIKE At5g06130
Q8L7U4	reviewed		P23-1 P23 At4g02450 T14P8.5
Q6ID70	reviewed		P23-2 At3g03773 F20H23.30
Q9FVU0	reviewed		CYB At1g57620 T8L23.9
Q9LQY3	reviewed		At1g26690 T24P13.7
Q9LJV9	reviewed		At3g29070 MRI12.5
Q9FJ80	reviewed		PP2A14 SKIP13 At5g52120 MSG15.23
Q9LF92	reviewed		PP2A15 At3g53000 F8J2.170
O81866	reviewed		PP2A2 At4g19850 T16H5.210
Q9C8U9	reviewed		PP2A4 At1g33920 T3M13.6
Q9C5Q9	reviewed		PP2A5 At1g65390 T8F5.18
Q9FHE8	reviewed		PP2A6 At5g45080 K17O22.4
Q9FHE5	reviewed		PP2A7 At5g45090 K17O22.8
Q9FHE9	reviewed		PP2A8 At5g45070 K17O22.3
Q8RX37	reviewed		At1g07160 F10K1.13
Q9LQN6	reviewed		PLL5 At1g07630 F24B9.25 F24B9.31
Q9SA22	reviewed		At1g16220 F3O9.3
Q9M1V8	reviewed		At3g63320 F16M2.170 MAA21.1
Q8GY60	reviewed		At4g03415 F9H3
Q8VZN9	reviewed		At1g43900 F28H19.16 F9C16.6
Q9FIF5	reviewed		SAG113 HAI1 At5g59220 MNC17.110
Q9M8R7	reviewed		PPC6-1 At3g02750 F13E7.31
Q9M9W9	reviewed		At3g05640 F18C1.9
Q8RXZ4	reviewed		At1g79630 F20B17.6
Q9SIU8	reviewed		PPC3-1.2 At2g20630 F23N11.5
Q0V7V2	reviewed		At3g17090 K14A17.16 K14A17.4
O82660	reviewed		HCF136 At5g23120 MYJ24.11
Q8LAY8	reviewed		At5g10740 MAJ23.3 T30N20.10
Q9LUU7	reviewed		At3g17250 MGD8.13 MGD8.8
Q9FG61	reviewed		At5g36250 T30G6.11
F4JAU3	reviewed		P4H2 At3g06300 F24P17.24
Q9LN20	reviewed		P4H3 At1g20270 F14O10.12
Q8LAN3	reviewed		P4H4 At5g18900 F17K4.150
F4JZ24	reviewed		P4H10 At5g66060 K2A18.14
P54887	reviewed		P5CSA P5CS1 At2g39800 T5I7.10
Q9SXA1	reviewed		PI4KA1 PI4KALPHA PI4KALPHA1 At1g49340 F13F21.23
Q9T0H9	reviewed		PAM71-HL At4g13590 T6G15.140
Q8S8P7	reviewed		PSY3 At2g29995 F23F1.2
Q9C7S5	reviewed		PSY1R PSYR1 At1g72300 T9N14.20
Q9SKJ7	reviewed		At2g25520 F13B15.18
Q9FMN2	reviewed		PAH2 At5g42870 MBD2.6
Q9SS40	reviewed		At3g10290 F14P13.11
Q9LRP2	reviewed		At3g17430 MTO12.2
Q42527	reviewed		PAI2 At5g05590 MOP10.13
Q8VZV9	reviewed		PTAC7 PDE225 TAC7 At5g24314 MOP9.14
Q8LPI9	reviewed		PAI3 At1g29410 F15D2.31
P45724	reviewed		PAL2 At3g53260 T4D2.190
Q9FKB3	reviewed		At5g48840 K24G6.18
Q8H1G6	reviewed		PTI11 At1g06700 F12K11.1 F4H5.21
O49339	reviewed		PTI12 At2g30740 T11J7.13
B9DFG5	reviewed		PTI13 At3g59350 F25L23.210
Q9ZW02	reviewed		APUM3 At2g29140 F16P2.48
Q9SS47	reviewed		APUM4 At3g10360 F14P13.4
Q9LJX4	reviewed		APUM5 At3g20250 MAL21.29
Q9C5E7	reviewed		APUM6 At4g25880 F14M19.160
Q9C9R6	reviewed		APUM7 At1g78160 T11I11.10
Q9FY68	reviewed		PUMP6 DIC3 UCP6 At5g09470 T5E8.270
Q8RY83	reviewed		PUP13 At4g08700 T32A17.10
Q9FXH5	reviewed		PUP14 At1g19770 F14P1.13 F6F9.18
Q9LQZ0	reviewed		PUP15 At1g75470 F10A5.31 F1B16.15
Q1PFJ4	reviewed		PUP17 At1g57943 F13D13.4
Q9FZ96	reviewed		PUP1 At1g28230 F3H9.22 F3H9_10
P52420	reviewed		PUR2 At1g09830 F21M12.22
P52422	reviewed		PUR3 At1g31220 F28K20.18
Q8H1E3	reviewed		PBL17 At2g07180
O49840	reviewed		PBL3 APK2B KIN2 PIX14 At2g02800 T20F6.6
Q9LQQ8	reviewed		PBL5 At1g07870 F24B9.4
Q8H186	reviewed		PBL1 BLK At3g55450 T22E16.110
Q8GXZ3	reviewed		PBL8 PIX17 At5g01020 F7J8.5
F4JEQ2	reviewed		PBL23 At3g20530 K10D20.7
Q9FE20	reviewed		PBS1 At5g13160 T19L5.120
Q9LU05	reviewed		PCAP2 MAP18 At5g44610 K15C23.5
Q05728	reviewed		PUR5 At3g55010 F28P10.10 T15C9.10
Q8L8Y3	reviewed		CEP1 At1g47485 F16N3
Q3ECM0	reviewed		CEP2 At1g59835 F23H11
O80460	reviewed		CEP3 At2g23440 F26B6.9
Q3EBM6	reviewed		CEP4 At2g35612 T20F21
B3H5A9	reviewed		CEP6 At5g66816 MUD21
A0A1I9LMX5	reviewed		CEP9 At3g50610 T20E23.210
Q8H1F9	reviewed		PCH2 At4g24710 F22K18.90
Q9M7Q7	reviewed		PCNA PCNA1 At1g07370 F22G5.29
Q9SNB4	reviewed		LUX PCL1 At3g46640 F12A12.160
Q9LXG9	reviewed		PCO1 HUP29 At5g15120 F8M21.10
Q8LGJ5	reviewed		PCO2 At5g39890 MYH19.8
O80765	reviewed		PANK1 COAA At1g60440 T13D8.31
F4KIN4	reviewed		KPR PANE At5g34780 T3J11
Q8L5Y9	reviewed		PANK2 At4g32180 F10M6.180 F10N7.10
Q9SX27	reviewed		PAN At1g68640 F24J5.12
Q9FNA2	reviewed		PAO1 PAO At5g13700 MSH12.17
Q9SKX5	reviewed		PAO2 At2g43020 MFL8.12
Q8H191	reviewed		PAO4 At1g65840 F1E22.18
Q9FYC2	reviewed		PAO ACD1 At3g44880 F28D10_70
O82291	reviewed		PAP3 FBN2 FIB2 PGL40 At2g35490 T32F12.13
Q9LU85	reviewed		PAP4 FBN3a FIB3a PGL25 At3g26070 MPE11.24
Q6DBN2	reviewed		PAP5 FBN3b FIB3b At3g26080 MPE11.25
Q5M755	reviewed		FBN5 FIB5 PAP7 At5g09820 MYH9.3
Q9M2P7	reviewed		PAP9 FBN7a FIB7a At3g58010 T10K17.220
F4JYC8	reviewed		PTM DDP1 At5g35210 K3D20.8
Q9SJH0	reviewed		PAR1 BHLH165 HLH1 At2g42870 F7D19.13
Q9LT75	reviewed		PTEN2A PTEN2 At3g19420 MLD14.15
Q9SKB3	reviewed		PARG1 TEJ At2g31870 F20M17.9
Q8VYA1	reviewed		PARG2 At2g31865 F20M17
Q9CAR9	reviewed		NPF2.14 At1g69860 T17F3.11
Q8RX77	reviewed		NPF2.13 NRT1.7 At1g69870 T17F3.10
Q8VZE2	reviewed		NPF5.14 NRT1.15 At1g72120 F28P5.2
Q0WSZ6	reviewed		NPF5.13 NRT1.16 At1g72125 F28P5.2
Q8RX67	reviewed		NPF5.11 At1g72130 F28P5.1 T9N14.15
Q84WG0	reviewed		NPF8.4 PTR4 At2g02020 F14H20.9
Q11207	reviewed		PARP2 APP At4g02390 T14P8.19
Q3EAQ5	reviewed		ZIFL2 At3g43790 T28A8.80
Q9M1E2	reviewed		NPF2.7 NAXT1 At3g45650 F9K21.230
Q8GXN2	reviewed		NPF7.2 NRT1.8 At4g21680 F17L22.140
Q9LYD5	reviewed		NPF1.3 At5g11570 F15N18.160
Q9LYR6	reviewed		NPF6.1 At5g13400 T22N19.50
Q9FNL8	reviewed		NPF5.3 PTR3-B At5g46040 MCL19.9
Q9LFR1	reviewed		NPF5.8 At5g14940 F2G14.60
Q3E9B5	reviewed		NPF7.1 At5g19640 T29J13
Q05085	reviewed		NPF6.3 CHL1 NRT1 NRT1.1 At1g12110 F12F1.1 T28K15_13
Q9M9V7	reviewed		NPF2.9 NRT1.9 At1g18880 F6A14.2
Q0WP01	reviewed		NPF5.10 At1g22540 F12K8.12
Q0WPK4	reviewed		PAT1 At1g79090 YUP8H12R.29
Q9LDL7	reviewed		PAT1 At5g48150 MIF21.4
Q9LFY0	reviewed		PTST2 At1g27070 T7N9.13
Q94AX2	reviewed		PTST PTST1 At5g39790 MKM21.80
Q56WK6	reviewed		PATL1 At1g72150 T9N14.1
Q56ZI2	reviewed		PATL2 At1g22530 F12K8.13
Q9SCU1	reviewed		PATL6 At3g51670 T18N14.50
Q9ZV31	reviewed		PUB12 At2g28830 F8N16.12
Q9SNC6	reviewed		PUB13 At3g46510 F12A12.30
Q9LZW3	reviewed		PUB16 At5g01830 T20L15_100
Q9XIJ5	reviewed		PUB18 At1g10560 T10O24.19
O80742	reviewed		PUB19 At1g60190 T13D8.8
Q9C8D1	reviewed		PUB20 At1g66160 F15E12.6
Q5PNY6	reviewed		PUB21 At5g37490 MPA22.3
Q9SVC6	reviewed		PUB22 At3g52450 F22O6.170
Q84TG3	reviewed		PUB23 At2g35930 F11F19.16
Q9LT79	reviewed		PUB25 At3g19380 MLD14.11
Q9FXA4	reviewed		PUB26 At1g49780 F14J22.1
Q9FLF4	reviewed		PUB27 At5g64660 MUB3.18
Q5XEZ8	reviewed		PUB2 At5g67340 K8K14.6
Q058P4	reviewed		PUB30 At3g49810 T16K5.160
Q9FHN9	reviewed		PUB31 At5g65920 F6H11.10 K14B20.9
Q94A51	reviewed		PUB32 At3g49060 T2J13.100
Q8S8S7	reviewed		PUB34 At2g19410 F27F23.21
Q8GZ84	reviewed		PUB36 At3g61390 F2A19.1 T20K12.290
Q683D5	reviewed		PUB37 At2g45920 F4I18.10
Q9FJP6	reviewed		PUB38 At5g65200 MQN23.13
Q9STT1	reviewed		PUB39 At3g47820 T23J7.150
Q8GWV5	reviewed		PUB3 At3g54790 T5N23_150
Q9FL17	reviewed		PUB40 At5g40140 MSN9.4
Q0WUF6	reviewed		PUB41 At5g62560 K19B1.17
Q9LU47	reviewed		PUB53 At5g51270 MWD22.22
Q9LQ92	reviewed		PUB54 At1g01680 T1N6.5
Q8GXQ7	reviewed		PUB56 At1g01670 T1N6.28
Q9SGT1	reviewed		PUB57 At1g56030 F14J16.34 T6H22.17
Q9SGT2	reviewed		PUB58 At1g56040 T6H22.16
O48700	reviewed		PUB6 At1g24330 F3I6.27
Q9CAG5	reviewed		PUB7 At1g67530 F12B7.8
O81902	reviewed		PUB8 B80 At4g21350 T6K22.80
Q8GTR4	reviewed		PU1 LDA At5g04360 T19N18.90
Q9LP21	reviewed		APUM10 At1g35750 F14D7.5
Q9LDW3	reviewed		APUM11 At4g08840 T32A17.150
Q9LVC3	reviewed		APUM12 At5g56510 MKN22.2
Q9FMH4	reviewed		APUM13 At5g43090 MMG4.11
Q4PSD1	reviewed		APUM14 At5g43110 MMG4.14
P0DN95	reviewed		APUM15 At4g08560 T15F16.9
Q9FIE9	reviewed		APUM16 At5g59280 MNC17.19
Q9C8B8	reviewed		APUM17 At1g35850 F10O5.3
Q9LVG3	reviewed		APUM18 At5g60110 MGO3.9
Q9LSS8	reviewed		APUM19 At5g60180 F15L12.7
Q9ZW07	reviewed		APUM1 At2g29200 F16P2.42
Q9XI17	reviewed		APUM20 At1g21620 F24J8.22 F8K7.3
Q9LXC5	reviewed		APUM21 At5g09610 F17I14_200 MTH16.2
Q9LNI2	reviewed		APUM22 At1g01410 F6F3.21
Q9C552	reviewed		APUM23 At1g72320 T10D10.21 T9N14.7
Q9LRZ3	reviewed		APUM24 At3g16810 K20I9_3
Q9LK18	reviewed		APUM25 At3g24270 K7M2.3
Q9FGE7	reviewed		APUM26 At5g64490 T12B11.8
Q9ZW06	reviewed		APUM2 At2g29190 F16P2.43
Q9LM20	reviewed		APUM8 At1g22240 F16L1.3
Q1PFN9	reviewed		APUM9 At1g35730 F14D7.3
O81845	reviewed		PUMP1 UCP1 At3g54110 F24B22.70
Q9ZWG1	reviewed		PUMP2 UCP2 At5g58970 K19M22.16
Q9XI74	reviewed		PUMP3 UCP3 At1g14140 F7A19.22
Q9SB52	reviewed		PUMP4 DIC2 UCP4 At4g24570 F22K18.230
Q9SJY5	reviewed		PUMP5 DIC1 UCP5 At2g22500 F14M13.10
O49725	reviewed		PUP10 At4g18210 T9A21.60
Q9LPF6	reviewed		PUP11 At1g44750 T12C22.2
Q9FLL4	reviewed		PUP12 PUP10 At5g41160 MEE6.23
O04508	reviewed		PUP16 At1g09860 F21M12.25
Q9C508	reviewed		PUP18 At1g57990 F13D13.3 T15M6.24
Q9SX93	reviewed		PUP19 At1g47603 F16N3.10
Q9SX90	reviewed		PUP20 At1g47590 F16N3.13
O49726	reviewed		PUP21 At4g18220 T9A21.70
Q8RY74	reviewed		PUP22 At4g18205 T9A21.50
Q9C654	reviewed		PUP23 At1g57980 F13D13.2 T15M6
Q94GB1	reviewed		PUP2 At2g33750 T1B8.6
Q9FZ95	reviewed		PUP3 At1g28220 F3H9.12
Q9SY29	reviewed		PUP4 At1g30840 T17H7.15
Q9ZUH3	reviewed		PUP5 PUP11 At2g24220 F27D4.13
O49722	reviewed		PUP6 At4g18190 T9A21.30
Q2V3H2	reviewed		PUP7 PEX17 At4g18197 T9A21.50
Q0WRB9	reviewed		PUP8 At4g18195 T9A21.50
Q3ED99	reviewed		PUP9 At1g18220 T10F20
Q9LR64	reviewed		PSB27-1 At1g03600 F21B7.14 F21B7.21 F21B7.22 F21B7_140
Q9ZVZ9	reviewed		PSB27-2 LPA19 At1g05385 T25N20.4
Q9T030	reviewed		PCBER1 At4g39230 T22F8.130
P46573	reviewed		PBL10 APK1B PIX16 At2g28930 T9I4.1
O64842	reviewed		PBL12 ARSK1 At2g26290
Q9SY91	reviewed		PBL15 PIX1 At1g61590 T25B24.6
O49839	reviewed		PBL2 APK2A KIN1 At1g14370 F14L17.14
Q5PP29	reviewed		PBL4 At1g26970 T7N9.2
Q9SIB6	reviewed		PBL6 AK14 At2g28590
F4JPX3	reviewed		PBL20 At4g17660 dl4865w
Q9SFX0	reviewed		PBL22 At1g76370 F15M4.13
Q06548	reviewed		PBL9 APK1 APK1A PIX15 At1g07570 F22G5.5
Q9LRY1	reviewed		PBL25 At3g24790 K7P8.8
Q9SFT7	reviewed		PBL26 At3g07070 F17A9.25 T1B9.28
Q84M95	reviewed		PBL28 At1g24030 T23E23.18
Q96262	reviewed		PCAP1 MDP25 At4g20260 F1C12.180
Q94C26	reviewed		PCC1 At3g22231 MKA23
Q9SF86	reviewed		PCRK1 At3g09830 F8A24.12
Q9LZF8	reviewed		PCRK2 At5g03320 F12E4_50
Q9SD84	reviewed		PDCB2 At5g08000 F13G24.200
O22784	reviewed		PDLP3 CRRSP11 At2g33330 F4P9.10
Q9ZU94	reviewed		PDLP6 CRRSP12 At2g01660 T8O11.17
Q6NKQ9	reviewed		PDLP8 CRRSP15 At3g60720 T4C21_130
Q9SBJ1	reviewed		PDK PDHK YA5 At3g06483 F24P17.1 F5E6.19
Q9XF67	reviewed		PDPK1 PDK1 At5g04510 T32M21.110
Q6NM73	reviewed		PDLP2 CRRSP3 At1g04520 F19P19.1
Q9MAC9	reviewed		RP2 At3g01200 T4P13.11
Q940L5	reviewed		DSP4 PN18 At4g03960 T24M8.4
Q9ZNR6	reviewed		PDX12 A37 PDX1L2 At3g16050 MSL1.3
Q8L940	reviewed		PDX13 GIP2 PDX1L3 RSR4 At5g01410 T10O8.120
Q8LAD0	reviewed		PDX2 EMB2407 At5g60540 muf9.190
P0DKI5	reviewed		PUX16 At4g14245 dl3165c FCAALL.151
Q9LK22	reviewed		PUX1 At3g27310 K17E12.13
Q9ZU93	reviewed		PUX2 PUB3 At2g01650 T8O11.18
Q9SUG6	reviewed		PUX3 At4g22150 T10I14.3
Q8RWU7	reviewed		PUX4 At4g04210 T27D20.10
Q7Y175	reviewed		PUX5 At4g15410 dl3750w FCAALL.290
F4IXN6	reviewed		PUX6 At3g21660 MIL23.23
Q94JZ8	reviewed		PUX7 At1g14570 T5E21.7
Q4V3D3	reviewed		PUX9 At4g00752 F15P23.3
Q8GXI9	reviewed		PV42B CBSX4 At1g80090 F18B13.17 F18B13.42
Q8VYZ5	reviewed		PWP2 At1g15440 F9L1.40
Q9STY0	reviewed		PEX11B PEX11-4 At3g47430 T21L8.180
Q8W1X2	reviewed		PK PDXK SOS4 At5g37850 K18L3_10
O81270	reviewed		PXG1 ATS1 CLO1 At4g26740 F10M23.80
Q39089	reviewed		PAC t9j23 At2g48120 F11L15.2
F4I107	reviewed		PAE1 At1g09550 F14J9.21
Q9S745	reviewed		PAD4 EDS9 At3g52430 F22O6.190
Q6DBP4	reviewed		PAE8 At4g19420
F4HQA1	reviewed		VIP2 ELF7 At1g79730 F19K16.29 F20B17.16
Q9ZVF6	reviewed		PAHX At2g01490 F2I9.11
Q42440	reviewed		PAI1 TRP6 At1g07780 F24B9.11
Q9SUV2	reviewed		At4g32390 F8B4.90
Q6DBP3	reviewed		At5g05820 MJJ3.24
Q9LFN3	reviewed		At5g11230 F2I11.120
F4JF21	reviewed		PTAC10 PAP3 PDE312 TAC10 At3g48500 T29H11_270 T8P19.10
F4IHY7	reviewed		PTAC12 HMR PAP5 TAC12 At2g34640 T31E10.2
Q84JF5	reviewed		PTAC14 PAP7 TAC14 At4g20130 F18F4 F1C12.4
Q9STF2	reviewed		PTAC16 At3g46780 T6H20.190
A1A6M1	reviewed		PTAC5 At4g13670 F18A5.60
P35510	reviewed		PAL1 At2g37040 T1J8.22
P45725	reviewed		PAL3 At5g04230 F21E1_150
O49668	reviewed		PAM68 At4g19100 T18B16.70
F4IDW9	reviewed		PTD At1g12790 F13K23.4
O81787	reviewed		PTF2 At4g35540 F8D20.50
Q9M315	reviewed		KPHMT2 PANB2 At3g61530 F2A19.130
Q6NLS8	reviewed		At5g19830 T29J13.250
Q9SU79	reviewed		PAO5 At4g29720 T16L4.230
O49629	reviewed		PAP2 FBN1b FIB1b At4g22240 T10I14.70
Q8LAP6	reviewed		PAP12 FBN10 FIB10 At1g51110/At1g51115 F23H24.16/F23H24.17
Q8S9M1	reviewed		PAP13 FBN7b FIB7b At2g42130 T24P15.4
O81439	reviewed		PAP1 FBN1a FIB1a PGL35 At4g04020 T24H24.16
Q941D3	reviewed		PAP8 FBN6 FIB6 At5g19940 F28I16_90
Q8VYW1	reviewed		PAPS4 NPAP At4g32850 T16I18.60
Q9SRI2	reviewed		NPF5.9 At3g01350 T13O15.11 T22N4.2
Q9FK91	reviewed		PARP3 At5g22470 MQJ16_1
Q9LSF0	reviewed		NPF4.1 AIT3 At3g25260 MJL12.27
Q9LSE8	reviewed		NPF4.2 AIT4 At3g25280 MJL12.24
Q9M1E1	reviewed		NPF2.6 At3g45660 F9K21.240 T6D9.2
Q9M175	reviewed		NPF2.3 At3g45680 T6D9.10
Q9FNL7	reviewed		NPF5.2 PTR3-A At5g46050 MCL19.10
Q9M174	reviewed		NPF2.2 At3g45690 T6D9.20
Q9M173	reviewed		NPF2.4 At3g45700 T6D9.30
Q9M172	reviewed		NPF2.5 At3g45710 T6D9.40
Q9M171	reviewed		NPF2.1 At3g45720 T6D9.50
Q944G5	reviewed		NPF2.10 GTR1 At3g47960 T17F15.170
Q9M331	reviewed		NPF5.7 At3g53960 F5K20.260
Q9M1I2	reviewed		NPF5.4 At3g54450 T14E10.20
Q3E8X3	reviewed		NPF2.8 At5g28470 F24J2.10
Q9LV10	reviewed		NPF2.11 GTR2 NRT1.10 At5g62680 MRG21.10
Q9FM20	reviewed		NPF4.7 At5g62730 MQB2.30
Q9LFB8	reviewed		NPF8.2 PTR5 At5g01180 F7J8.160
Q9M817	reviewed		NPF1.2 NRT1.11 At1g52190 F9I5.4
Q7DMA9	reviewed		PAS1 DEI1 FKBP70 FKBP72 At3g54010 F5K20.310
P43293	reviewed		PBL11 NAK At5g02290 T1E22_50
F4JZW1	reviewed		PBL13 At5g35580 K2K18.3
Q9FM85	reviewed		PBL16 At5g56460 MCD7.23
Q9M8D3	reviewed		At1g74260 F1O17.7
Q5XF79	reviewed		PBL18 At1g69790 T6C23.1
Q9LTC0	reviewed		PBL19 At5g47070 K14A3.2
Q0WRY5	reviewed		PBL7 CDL1 At5g02800 F9G14.110
Q9LDZ5	reviewed		PBL21 ASG5 At1g20650 F2D10.13 F5M15.3
Q1PE89	reviewed		PBL24 At4g13190 F17N18.80
Q1PDV6	reviewed		PBL27 At5g18610 T28N17.90
Q9LSQ6	reviewed		PBP1 KRP2 At5g54490 F24B18.11
O23215	reviewed		PBRP1 PBRP At4g36650 C7A10.710
Q9LIA6	reviewed		PBRP2 TFIIB3 At3g29380 MUO10.10
Q058G9	reviewed		CEP5 At5g66815 MUD21
P0DN96	reviewed		CEP7 At5g66818 MUD21
P0DN97	reviewed		CEP8 At5g66819 MUD21
Q9C710	reviewed		PCFS1 At1g66500 F28G11.6
Q0WPF2	reviewed		PCFS4 At4g04885 T4B21.1
Q9FIX8	reviewed		PCFS5 At5g43620 K9D7.12
Q9T074	reviewed		PCKA At4g37870 T28I19.150
Q8RXU6	reviewed		PCN At4g07410 F28D6.14
Q1G3U6	reviewed		PCO3 CpNIFS2 At1g18490 F15H18.26
Q9SJI9	reviewed		PCO4 At2g42670 F14N22.6
Q9LXT4	reviewed		PCO5 At3g58670 T20N10.20
Q9SKW7	reviewed		CEP10 At1g36045 F5J5.3 T22A15
P0DN98	reviewed		CEP11 At2g23445 F26B6
P0DN99	reviewed		CEP12 At1g31670 F27M3.13
Q9FZ54	reviewed		CEP13 At1g16950 F17F16.23 F5I1.4
Q52K95	reviewed		CEP14 At1g29290 F28N24.30
O22882	reviewed		CEP15 At2g40530 T2P4.12
Q5S502	reviewed		CEP16 At1g49800 F10F5.5
Q8S8T8	reviewed		PCR10 At2g40935 T20B5
Q9SX24	reviewed		PCR11 At1g68610 F24J5.15
Q9SX26	reviewed		PCR12 At1g68630 F24J5.13
Q9LQU2	reviewed		PCR1 At1g14880 F10B6.29
Q9LQU4	reviewed		PCR2 At1g14870 F10B6.27
P0CW97	reviewed		PCR3 At5g35525 MOK9
Q9LS44	reviewed		PCR4 At3g18460 MYF24.18
Q9LS45	reviewed		PCR5 At3g18450 MYF24.17
Q9M9A5	reviewed		PCR6 At1g49030 F27J15.18
Q9LS43	reviewed		PCR7 At3g18470 MYF24.19
Q9M815	reviewed		PCR8 At1g52200 F9I5.19
P0CW98	reviewed		PCR9 At1g58320 F19C14.14
Q9LZL3	reviewed		PCS1 EMB24 At5g02190 T7H20.240
Q9S7Z3	reviewed		PCS1 ARA8 CAD1 At5g44070 MRH10.11 MRH10_18
O82647	reviewed		PDC1 At4g33070 F4I10.4
Q9FNA9	reviewed		PDAT1 PDAT At5g13640 MSH12.10 T6I14.2
Q9LVZ7	reviewed		ROD1 At3g15820 MSJ11.22
O22263	reviewed		PDIL2-1 MEE30 PDI11 PDIL4-1 UNE5 At2g47470 T30B22.23
O48773	reviewed		PDIL2-3 PDI9 PDIL5-2 At2g32920 T21L14.14
Q9LJU2	reviewed		PDIL5-3 PDI12 PDIL8-1 At3g20560 K10D20.9
Q9T042	reviewed		PDIL5-4 PDI7 PDIL8-2 At4g27080 T24A18.30
Q9XI37	reviewed		PV42A CBSCBS4 At1g15330 F9L1.27
Q8H1Y0	reviewed		IAR4 At1g24180 F3I6.11
Q9FK30	reviewed		OFUT36 GT68 At5g50420 MXI22.14
F4HZX7	reviewed		OFUT8 At1g29200 F28N24.11
O64688	reviewed		E1-BETA-2 At2g34590 T31E10.7
Q43284	reviewed		OL3 At5g51210 MWD22.16
Q9FKF4	reviewed		OR At5g61670
Q9C7A8	reviewed		GINS2 At3g12530 MQC3.35 T2E22.16
Q710E8	reviewed		ORC1A At4g14700 dl3390w FCAALL.93
Q9ZVH3	reviewed		ORC6 At1g26840 T2P11.3
Q9SR33	reviewed		ORP3B At3g09300 F3L24.17
Q93Y40	reviewed		ORP3C At5g59420 F2O15.10
Q9SVZ9	reviewed		ORP4A At4g25860 F14M19.140
Q9C8E1	reviewed		ORTH4 VIM4 At1g66040 F15E12.8
Q8L440	reviewed		ORRM1 At3g20930 MFD22.4
Q8GWH3	reviewed		OS9 EBS6 At5g35080 F7N22.4 T13C12.2
O81003	reviewed		PSK2 At2g22860 T20K9.7
Q9ZVR7	reviewed		PSKR1 PSKR At2g02220 F5O4.1
Q8GWJ4	reviewed		OSB3 At5g44785 K23L20.13 T19K24.10
Q9FYJ2	reviewed		OSB4 At1g31010 F17F8.7
Q9FVS2	reviewed		ORTH3 VIM5 At1g57800 F12K22.15
Q9FN37	reviewed		PSKR2 At5g53890 K19P17.5
Q9FM96	reviewed		PSL4 At5g56360 MCD7.9
O22145	reviewed		GCP1 At2g45270 F4L23.22
P50700	reviewed		OSM34 At4g11650 T5C23.80
P55034	reviewed		RPN10 MBP1 MCB1 At4g38630 F20M13.190 T9A14.7
O50039	reviewed		OTC At1g75330 F1B16.13
P0DH87	reviewed		PSEUDOSRKA At4g21370 T6K22.100
Q8VYM4	reviewed		PSRP2 At3g52150 F4F15.260
Q9FKP0	reviewed		PSRP6 At5g17870 MPI7_10
Q9SKD3	reviewed		OXA1L At2g46470 F11C10.16
Q9LSF1	reviewed		OXI1 AGC2-1 At3g25250 MJL12.21
Q6IDL4	reviewed		At1g09580 F14J9.28
F4J4Y0	reviewed		At3g10780 T7M13.14
Q9LN77	reviewed		P2A12 At1g12710 T12C24.23
O80492	reviewed		At1g09160 T12M4.15
Q9ZW21	reviewed		At2g29380 F16P2.24
Q9LNP9	reviewed		HAB2 At1g17550 F1L3.32
Q93YS2	reviewed		At3g63340 F16M2.190 MAA21.3
