Entry	Entry name	Status	Protein names	Gene names
Q9LYG3	MAOP2_ARATH	reviewed	NADP-dependent malic enzyme 2 (AtNADP-ME2) (NADP-malic enzyme 2) (EC 1.1.1.40)	NADP-ME2 At5g11670 T22P22.60
Q9LYG2	Q9LYG2_ARATH	unreviewed	Classical AGP protein	At5g11680 At5g11680/T22P22_70 T22P22.70 T22P22_70
F4JXY5	F4JXY5_ARATH	unreviewed	Ephrin type-B receptor	At5g11700 T22P22.90 T22P22_90
F4JXY6	F4JXY6_ARATH	unreviewed	Ephrin type-B receptor	At5g11700 T22P22.90 T22P22_90
Q8VY07	EPN1_ARATH	reviewed	Clathrin interactor EPSIN 1 (EPSIN-related 1)	EPSIN1 EPSINR1 At5g11710 T22P22.100
Q9LYF8	Q9LYF8_ARATH	unreviewed	AT5g11720/T22P22_110 (Alpha-glucosidase 1) (Glycosyl hydrolases family 31 protein)	At5g11720 T22P22.110 T22P22_110
Q9LYF6	AGP15_ARATH	reviewed	Arabinogalactan protein 15 (AtAGP15) (Arabinogalactan peptide 15) (AG-peptide 15)	AGP15 At5g11740 T22P22_130
Q42577	NDUS7_ARATH	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2)	At5g11770 T22P22_160
Q9ASU8	NDL2_ARATH	reviewed	Protein NDL2 (Protein N-MYC DOWNREGULATED-LIKE 2)	NDL2 At5g11790 T22P22_180
B5X0N6	KEA6_ARATH	reviewed	K(+) efflux antiporter 6 (AtKEA6)	KEA6 At5g11800 T22P22.190
F4JZD5	F4JZD5_ARATH	unreviewed	Alkaline phytoceramidase (APHC)	At5g11870 F14F18.40 F14F18_40
Q9LYI6	Q9LYI6_ARATH	unreviewed	Alkaline phytoceramidase (APHC) (At5g11870)	At5g11870 F14F18.40 F14F18_40
Q94A94	DCDA2_ARATH	reviewed	Diaminopimelate decarboxylase 2, chloroplastic (DAP decarboxylase 2) (DAPDC 2) (EC 4.1.1.20)	LYSA2 diDi 18A-1f At5g11880 F14F18.50
Q9LYI4	Q9LYI4_ARATH	unreviewed	Harpin-induced protein	EMB3135 EMBRYO DEFECTIVE 3135 At5g11890 F14F18.60 F14F18_60
Q29PZ1	GRC10_ARATH	reviewed	Glutaredoxin-C10 (AtGrxC10) (Protein ROXY 20)	GRXC10 ROXY20 At5g11930 F14F18.100
Q84K25	Q84K25_ARATH	unreviewed	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	At5g11980 F14F18.150 F14F18_150
Q9LYH2	Q9LYH2_ARATH	unreviewed	AT5g12010/F14F18_180 (Nuclease)	At5g12010 F14F18.180 F14F18_180
Q8RUF8	NILP3_ARATH	reviewed	Omega-amidase, chloroplastic (EC 3.5.1.3) (Nitrilase-like protein 3)	NLP3 At5g12040 F14F18.210
Q9LYG9	MSL10_ARATH	reviewed	Mechanosensitive ion channel protein 10 (Mechanosensitive channel of small conductance-like 10) (MscS-Like protein 10) (AtMSL10)	MSL10 At5g12080 F14F18.230 MXC9.3
Q945Q1	CYT1_ARATH	reviewed	Cysteine proteinase inhibitor 1 (AtCYS-1)	CYS1 CYS At5g12140 MXC9.10
Q9FMP4	SF3B6_ARATH	reviewed	Splicing factor 3B subunit 6-like protein (Pre-mRNA branch site p14-like protein)	At5g12190 MXC9_15
Q9FMP3	DPYS_ARATH	reviewed	Dihydropyrimidinase (EC 3.5.2.2) (Dihydropyrimidine amidohydrolase) (Protein PYRIMIDINE 2)	PYD2 At5g12200 MXC9.16
Q9FMP0	MD19A_ARATH	reviewed	Mediator of RNA polymerase II transcription subunit 19a	MED19A MED19_1 At5g12230 MXC9.19
P29514	TBB6_ARATH	reviewed	Tubulin beta-6 chain (Beta-6-tubulin)	TUBB6 TUB6 At5g12250 MXC9.21
Q8GWI1	Q8GWI1_ARATH	unreviewed	Ankyrin repeat family protein	At5g12320
Q94CK9	LRP1_ARATH	reviewed	Protein LATERAL ROOT PRIMORDIUM 1	LRP1 At5g12330 T2L20
F4K0X7	F4K0X7_ARATH	unreviewed	Exocyst complex component sec10	SEC10 At5g12370
X5JA13	SECAA_ARATH	reviewed	Exocyst complex component SEC10a (AtSec10a) (Exocyst complex component 5)	SEC10a At5g12370 T2L20.2
Q94CK4	ANXD8_ARATH	reviewed	Annexin D8 (AnnAt8)	ANNAT8 ANN8 At5g12380 T2L20
Q94CK3	FIS1B_ARATH	reviewed	Mitochondrial fission 1 protein B (FIS1 homolog B) (AtFIS1b)	FIS1B At5g12390 T2L20
Q94CK0	Q94CK0_ARATH	unreviewed	O-acyltransferase (WSD1-like) family protein	At5g12420
Q94CJ5	RER4_ARATH	reviewed	Protein RETICULATA-RELATED 4, chloroplastic	RER4 At5g12470
F4K0Z2	F4K0Z2_ARATH	unreviewed	Calmodulin-domain protein kinase 7	CPK7 At5g12480
Q38873	CDPK7_ARATH	reviewed	Calcium-dependent protein kinase 7 (EC 2.7.11.1) (Calmodulin-domain protein kinase CDPK isoform 7)	CPK7 At5g12480 F7K24.200
B9DGV8	B9DGV8_ARATH	unreviewed	AT5G12840 protein	At5g12840
Q9LXV5	NFYA1_ARATH	reviewed	Nuclear transcription factor Y subunit A-1 (AtNF-YA-1) (Protein EMBRYO DEFECTIVE 2220) (Transcriptional activator HAP2A)	NFYA1 EMB2220 HAP2A At5g12840 T24H18_10
B3H4S6	B3H4S6_ARATH	unreviewed	Dicarboxylate transporter 1	DiT1 2-OXOGLUTARATE dicarboxylate transporter 1 MALATE TRANSLOCATOR At5g12860 T24H18.30 T24H18_30
Q9LXV3	DIT1_ARATH	reviewed	Dicarboxylate transporter 1, chloroplastic (2-oxoglutarate/malate translocator 1) (AtpOMT1)	DIT1 At5g12860 T24H18.30
Q9LXV2	MYB46_ARATH	reviewed	Transcription factor MYB46 (Myb-related protein 46) (AtMYB46)	MYB46 At5g12870 T24H18.40
Q9LXV1	Q9LXV1_ARATH	unreviewed	At5g12880 (Proline-rich family protein)	At5g12880 T24H18.50 T24H18_50
Q9LXU9	IRKI_ARATH	reviewed	IRK-interacting protein	IRKI At5g12900 T24H18.70
F4K106	F4K106_ARATH	unreviewed	Transducin/WD40 repeat-like superfamily protein	At5g12920 T24H18.100 T24H18_100
F4K107	F4K107_ARATH	unreviewed	Transducin/WD40 repeat-like superfamily protein	At5g12920 T24H18.100 T24H18_100
F4K108	F4K108_ARATH	unreviewed	Transducin/WD40 repeat-like superfamily protein	At5g12920 T24H18.100 T24H18_100
Q84W43	Q84W43_ARATH	unreviewed	Proline-tRNA ligase (DUF1680)	At5g12960 T24H18.130 T24H18_130
Q9LXU1	Q9LXU1_ARATH	unreviewed	Cell differentiation, Rcd1-like protein (Phytochrome interacting molecule 1)	PIM1 At5g12980 T24H18.150 T24H18_150
Q8H126	Q8H126_ARATH	unreviewed	Selenoprotein O	At5g13030 At5g13040 T19L5.1
B7U179	ABAP1_ARATH	reviewed	ARMADILLO BTB ARABIDOPSIS PROTEIN 1 (ABAP1)	ABAP1 At5g13060 T19L5.20
Q9FYA2	WRK75_ARATH	reviewed	Probable WRKY transcription factor 75 (WRKY DNA-binding protein 75)	WRKY75 At5g13080 T19L5.40
Q9FY99	G6PD2_ARATH	reviewed	Glucose-6-phosphate 1-dehydrogenase 2, chloroplastic (AtG6PD2) (G6PDH2) (EC 1.1.1.49)	G6PD2 At5g13110 T19L5_70
Q9ASS6	PNSL5_ARATH	reviewed	Photosynthetic NDH subunit of lumenal location 5, chloroplastic (Cyclophilin of 20 kDa 2) (Peptidyl-prolyl cis-trans isomerase CYP20-2) (PPIase CYP20-2) (EC 5.2.1.8) (Rotamase CYP20-2) (Thylakoid lumen PPIase of 20 kDa) (TLP20)	PNSL5 CYP20-2 At5g13120 T19L5_80
F4K2G3	MORC5_ARATH	reviewed	Protein MICRORCHIDIA 5 (AtMORC5) (EC 3.6.-.-) (Protein CRT1-homolog 5) (CRT1-h5)	MORC5 CRH5 At5g13130 T19L5.90
Q9FE20	PBS1_ARATH	reviewed	Serine/threonine-protein kinase PBS1 (EC 2.7.11.1) (AvrPphB susceptible protein 1)	PBS1 At5g13160 T19L5.120
Q9FY94	SWT15_ARATH	reviewed	Bidirectional sugar transporter SWEET15 (AtSWEET15) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 15) (Senescence-associated protein 29)	SWEET15 SAG29 At5g13170 T19L5.130
Q9FY93	NAC83_ARATH	reviewed	NAC domain-containing protein 83 (ANAC083) (Protein VND-INTERACTING 2)	NAC083 VNI2 At5g13180 T19L5.140
Q94CD4	GILP_ARATH	reviewed	GSH-induced LITAF domain protein (AtGILP)	GILP At5g13190 T19L5.5 T31B5_10
Q93ZM9	TIF9_ARATH	reviewed	Protein TIFY 9 (Jasmonate ZIM domain-containing protein 10) (Protein JASMONATE-ASSOCIATED 1) (Protein JAZ10)	TIFY9 JAS1 JAZ10 At5g13220 T31B5.40
Q8VZL1	Q8VZL1_ARATH	unreviewed	Myosin	At5g13260 T31B5.80 T31B5_80
Q9LYU9	PP378_ARATH	reviewed	Pentatricopeptide repeat-containing protein At5g13270, chloroplastic	PCMP-H90 At5g13270 T31B5_90
Q9LYU8	AK1_ARATH	reviewed	Aspartokinase 1, chloroplastic (EC 2.7.2.4) (Aspartate kinase 1)	AK1 AK AK-LYS1 At5g13280 T31B5.100
Q9LYU7	CRN_ARATH	reviewed	Inactive leucine-rich repeat receptor-like protein kinase CORYNE (Protein SUPPRESSOR OF OVEREXPRESSION OF LLP1 2)	CRN SOL2 At5g13290 T31B5.110
Q5W7F2	AGD3_ARATH	reviewed	ADP-ribosylation factor GTPase-activating protein AGD3 (ARF GAP AGD3) (Protein ARF-GAP DOMAIN 3) (AtAGD3) (Protein FORKED 2) (Protein SCARFACE) (Protein VASCULAR NETWORK 3)	AGD3 FKD2 SFC VAN3 At5g13300 T31B5.120
Q9LYU5	Q9LYU5_ARATH	unreviewed	Uncharacterized protein At5g13310 (Uncharacterized protein T31B5_130)	T31B5_130 At5g13310 T22N19.1
Q9LYU3	EF113_ARATH	reviewed	Ethylene-responsive transcription factor ERF113 (Protein RELATED TO AP2 6L)	ERF113 RP2.6L At5g13330 T31B5.150
Q9LYR6	PTR49_ARATH	reviewed	Protein NRT1/ PTR FAMILY 6.1 (AtNPF6.1)	NPF6.1 At5g13400 T22N19.50
Q9LYR4	Q9LYR4_ARATH	unreviewed	Aldolase-type TIM barrel family protein (Putative transaldolase) (Transaldolase-like protein)	TRA2 transaldolase 2 At5g13420 T22N19.70 T22N19_70
Q94JS0	UCRI1_ARATH	reviewed	Cytochrome b-c1 complex subunit Rieske-1, mitochondrial (EC 7.1.1.8) (Complex III subunit 5-1) (Rieske iron-sulfur protein 1) (RISP1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit 1)	UCR1-1 At5g13430 T22N19.80
Q9LYR2	UCRI2_ARATH	reviewed	Cytochrome b-c1 complex subunit Rieske-2, mitochondrial (EC 7.1.1.8) (Complex III subunit 5-2) (Rieske iron-sulfur protein 2) (RISP2) (Ubiquinol-cytochrome c reductase iron-sulfur subunit 2)	UCR1-2 At5g13440 T22N19.90
B9DGP8	B9DGP8_ARATH	unreviewed	AT5G13450 protein (Delta subunit of Mt ATP synthase)	ATP5 At5g13450
Q96251	ATPO_ARATH	reviewed	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)	At5g13450 T22N19.100
F4K3Y7	F4K3Y7_ARATH	unreviewed	Transducin/WD40 repeat-like superfamily protein	FY At5g13480 T6I14.10 T6I14_10
Q6NLV4	FY_ARATH	reviewed	Flowering time control protein FY	FY At5g13480 T6I14.10
P40941	ADT2_ARATH	reviewed	ADP,ATP carrier protein 2, mitochondrial (ADP/ATP translocase 2) (Adenine nucleotide translocator 2) (ANT 2)	AAC2 ANT2 At5g13490 T6I14_20
Q9FY50	RK10_ARATH	reviewed	50S ribosomal protein L10, chloroplastic (CL10)	RPL10 At5g13510 T6I14_40
Q9FY49	LKHA4_ARATH	reviewed	Leucine aminopeptidase (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog) (LTA-4 hydrolase)	LKHA4 At5g13520 T6I14_50
F4K3Z6	F4K3Z6_ARATH	unreviewed	Protein kinasesubiquitin-protein ligase	KEG KEEP ON GOING At5g13530 T6I14.60 T6I14_60
Q9FY48	KEG_ARATH	reviewed	E3 ubiquitin-protein ligase KEG (EC 2.3.2.27) (EC 2.7.11.1) (Protein KEEP ON GOING) (RING finger protein KEG) (RING-type E3 ubiquitin transferase KEG)	KEG At5g13530 T6I14.60 T6I14.70
Q9FY46	SUT41_ARATH	reviewed	Sulfate transporter 4.1, chloroplastic (AST82)	SULTR4;1 At5g13550 MSH12.1 T6I14_80
Q8GW31	DCP2_ARATH	reviewed	mRNA-decapping enzyme subunit 2 (AtDCP2) (Protein DECAPPING 2) (EC 3.6.1.62) (M(7)GpppN-mRNA hydrolase DCP2) (Protein TRIDENT)	DCP2 TDT At5g13570 MSH12.3
Q9FNB5	AB6G_ARATH	reviewed	ABC transporter G family member 6 (ABC transporter ABCG.6) (AtABCG6) (White-brown complex homolog protein 6) (AtWBC6)	ABCG6 WBC6 At5g13580 MSH12.4
F4K402	F4K402_ARATH	unreviewed	Uncharacterized protein	At5g13590 T6I14.8
A8MR05	A8MR05_ARATH	unreviewed	Magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	GUN5 ABA-BINDING PROTEIN ABAR CCH CCH1 CHLH CONDITIONAL CHLORINA GENOMES UNCOUPLED 5 H SUBUNIT OF MG-CHELATASE At5g13630 T6I14.12
Q9FNB0	CHLH_ARATH	reviewed	Magnesium-chelatase subunit ChlH, chloroplastic (Mg-chelatase subunit H) (EC 6.6.1.1) (ABA-binding protein) (Mg-protoporphyrin IX chelatase subunit ChlH) (Protein CONDITIONAL CHLORINA) (Protein GENOMES UNCOUPLED 5) (Protein RAPID TRANSPIRATION IN DETACHED LEAVES 1)	CHLH ABAR CCH GUN5 RTL1 At5g13630 MSH12.9
F4K409	F4K409_ARATH	unreviewed	Elongation factor family protein	SVR3 SUPPRESSOR OF VARIEGATION 3 At5g13650 T6I14.3
F4K410	SVR3_ARATH	reviewed	Putative elongation factor TypA-like SVR3, chloroplastic (Protein HAPPY ON NORFLURAZON 23) (Protein SUPPRESSOR OF VARIEGATION 3)	SVR3 At5g13650 MSH12.11
Q9FNA2	PAO1_ARATH	reviewed	Polyamine oxidase 1 (AtPAO1) (EC 1.5.3.16) (EC 1.5.3.17) (N(1)-acetylpolyamine oxidase) (Spermine oxidase)	PAO1 PAO At5g13700 MSH12.17
Q9FNA1	Q9FNA1_ARATH	unreviewed	Uncharacterized protein At5g13720 (Uncharacterized protein family (UPF0114))	MSH12.19 MSH12_19 At5g13720
Q9ZSL6	SIGD_ARATH	reviewed	RNA polymerase sigma factor sigD, chloroplastic (Sigma factor D) (Sigma-D) (RNA polymerase sigma factor sig4) (Atsig4) (Sigma factor 4)	SIGD SIG4 At5g13730 MSH12.20
Q9FKI4	NAA10_ARATH	reviewed	N-terminal acetyltransferase A complex catalytic subunit NAA10 (AtNAA10) (EC 2.3.1.255)	NAA10 At5g13780 MXE10.5
Q38847	AGL15_ARATH	reviewed	Agamous-like MADS-box protein AGL15	AGL15 At5g13790 MXE10.6
Q9FFZ1	PPH_ARATH	reviewed	Pheophytinase, chloroplastic (EC 3.1.1.-) (Pheophytin pheophorbide hydrolase) (Protein CO-REGULATED WITH NYE1)	PPH CRN1 At5g13800 MAC12.25
Q9FFZ0	Q9FFZ0_ARATH	unreviewed	AT5g13810/MAC12_24 (Glutaredoxin family protein) (Similarity to unknown protein)	MAC12.24 MAC12_24 At5g13810
Q9FFY9	TRP4_ARATH	reviewed	Telomere repeat-binding protein 4 (H-protein promoter binding factor-1) (AtTBP1) (Telomeric DNA-binding protein 1)	TRP4 HPPBF-1 TBP1 At5g13820 MAC12.23
Q8LPL5	FZR3_ARATH	reviewed	Protein FIZZY-RELATED 3 (Cell cycle switch protein CCS52B)	FZR3 CCS52B CDH1-3 At5g13840 MAC12.21
Q6ICZ8	NACA3_ARATH	reviewed	Nascent polypeptide-associated complex subunit alpha-like protein 3 (NAC-alpha-like protein 3) (Alpha-NAC-like protein 3)	At5g13850 MAC12.19
Q9FFY6	ELCL_ARATH	reviewed	Protein ELC-like (ESCRT-I complex subunit VPS23 homolog 2) (Protein VACUOLAR PROTEIN SORTING 23B) (Vacuolar protein sorting-associated protein 23 homolog 2)	ELCL ELCHL VPS23B At5g13860 MAC12.18
Q9M644	LEP_ARATH	reviewed	Ethylene-responsive transcription factor LEP (Protein LEAFY PETIOLE)	LEP ERF085 At5g13910 MAC12.13
P13114	CHSY_ARATH	reviewed	Chalcone synthase (EC 2.3.1.74) (Naringenin-chalcone synthase) (Protein TRANSPARENT TESTA 4)	CHS TT4 At5g13930 MAC12.11 MAC12.14
F4K5E0	F4K5E0_ARATH	unreviewed	Nuclear factor kappa-B-binding protein	MAC12.8 MAC12_8 At5g13950
F4K5E2	F4K5E2_ARATH	unreviewed	Nuclear factor kappa-B-binding protein	MAC12.8 MAC12_8 At5g13950
Q8GZB6	SUVH4_ARATH	reviewed	Histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4 (EC 2.1.1.43) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Protein KRYPTONITE) (Protein SET DOMAIN GROUP 33) (Suppressor of variegation 3-9 homolog protein 4) (Su(var)3-9 homolog protein 4)	SUVH4 KYP SDG33 SET33 At5g13960 MAC12.7
Q9FFX5	Q9FFX5_ARATH	unreviewed	At5g14000 (NAC domain containing protein 84)	NAC084 anac084 MAC12.3 MAC12_3 At5g14000
Q0WSL5	Q0WSL5_ARATH	unreviewed	Endosomal targeting BRO1-like domain-containing protein	MAC12.31 MAC12_31 At5g14020
Q94BY3	Q94BY3_ARATH	unreviewed	Translocon-associated protein subunit beta (TRAP-beta) (Signal sequence receptor subunit beta)	MUA22.2 MUA22_2 At5g14030
Q9FMU6	MPCP3_ARATH	reviewed	Mitochondrial phosphate carrier protein 3, mitochondrial (Mitochondrial phosphate transporter 3) (MPT3) (Phosphate transporter 3;1)	MPT3 AT5 PHT3;1 At5g14040 MUA22_4
Q9FMU5	UTP18_ARATH	reviewed	U3 small nucleolar RNA-associated protein 18 homolog	At5g14050 MUA22.5
Q8LF89	GRXC8_ARATH	reviewed	Glutaredoxin-C8 (AtGrxC8) (Protein ROXY 2)	GRXC8 ROXY2 At5g14070 MUA22.7
Q9FMU2	PP380_ARATH	reviewed	Pentatricopeptide repeat-containing protein At5g14080	At5g14080 MUA22.8
Q9FMT9	Q9FMT9_ARATH	unreviewed	Peroxidase (DUF 3339)	MUA22.11 MUA22_11 At5g14110
Q0WRF4	Q0WRF4_ARATH	unreviewed	Nucleic acid binding / zinc ion binding protein	MUA22.14 MUA22_14 At5g14140
Q9FMT4	SNF12_ARATH	reviewed	SWI/SNF complex component SNF12 homolog	At5g14170 MUA22.17
Q67ZU1	LIP2_ARATH	reviewed	Triacylglycerol lipase 2 (EC 3.1.1.3)	LIP2 At5g14180 MUA22.18 MUA22.19
B9DHH9	B9DHH9_ARATH	unreviewed	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	IMD1 ATIMD1 MUA22.20 MUA22_20 At5g14200
F4K5H6	F4K5H6_ARATH	unreviewed	Isopropylmalate dehydrogenase 1	IMD1 ATIMD1 MUA22.20 MUA22_20 At5g14200
Q9FMT1	LEU31_ARATH	reviewed	3-isopropylmalate dehydrogenase 1, chloroplastic (3-IPM-DH 1) (AtIMDH1) (IMDH 1) (EC 1.1.1.85) (Beta-IPM dehydrogenase 1) (Isopropylmalate dehydrogenase 1) (AtIMD1) (Methylthioalkylmalate dehydrogenase 1)	IMDH1 IMD1 IPMDH1 MAM-D1 At5g14200 MUA22.20
Q9LYA5	Q9LYA5_ARATH	unreviewed	Thioredoxin superfamily protein	At5g14240 F18O22.30 F18O22_30
F4K5I3	F4K5I3_ARATH	unreviewed	Proteasome component (PCI) domain protein	COP13 COP9 SIGNALOSOME SUBUNIT 3 CSN3 FUS11 FUSCA 11 At5g14250 F18O22.40 F18O22_40
Q8W575	CSN3_ARATH	reviewed	COP9 signalosome complex subunit 3 (Signalosome subunit 3) (Protein FUSCA 11)	CSN3 FUS11 At5g14250 F18O22.40
Q8VZB5	Q8VZB5_ARATH	unreviewed	Rubisco methyltransferase family protein	At5g14260 F18O22.50 F18O22_50
P0DKL0	STKLT_ARATH	reviewed	GLABROUS1 enhancer-binding protein-like 2 (Protein GPL2) (Storekeeper-like protein At5g14280)	GPL2 At5g14280 F18O22_70
B3H631	B3H631_ARATH	unreviewed	Ribosomal protein S13/S18 family	EMB3137 EMBRYO DEFECTIVE 3137 At5g14320 F18O22.110 F18O22_110
P42732	RR13_ARATH	reviewed	30S ribosomal protein S13, chloroplastic (CS13)	RPS13 At5g14320 F18O22_110
Q9LY95	Q9LY95_ARATH	unreviewed	MYB transcription factor (MYB40-putative transcription factor)	F18O22_130 At5g14340
Q949T9	Q949T9_ARATH	unreviewed	CCT motif family protein	At5g14370 F18O22.160 F18O22_160
Q9LY91	AGP6_ARATH	reviewed	Classical arabinogalactan protein 6	AGP6 At5g14380 F18O22_170
Q9LY90	Q9LY90_ARATH	unreviewed	Alpha/beta-Hydrolases superfamily protein	At5g14390 F18O22.180 F18O22_180
Q9LY87	RGLG2_ARATH	reviewed	E3 ubiquitin-protein ligase RGLG2 (EC 2.3.2.27) (RING domain ligase 2)	RGLG2 At5g14420 F18O22.210
F4K6T0	F4K6T0_ARATH	unreviewed	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	At5g14430 F18O22.220 F18O22_220
Q8VZV7	PMT9_ARATH	reviewed	Probable methyltransferase PMT9 (EC 2.1.1.-)	At5g14430 F18O22.220
Q6NPE4	Q6NPE4_ARATH	unreviewed	At5g14440 (Surfeit locus protein 2 (SURF2))	At5g14440 F18O22.230 F18O22_230
Q9LY85	Q9LY85_ARATH	unreviewed	Surfeit locus protein 2 (SURF2)	At5g14440 F18O22.230 F18O22_230
Q0WVR7	Q0WVR7_ARATH	unreviewed	Pseudouridine synthase family protein (tRNA synthase-like protein)	At5g14460 F18O22.250 F18O22_250
Q9LYK7	PESC_ARATH	reviewed	Pescadillo homolog (AtPES)	PES At5g14520 T15N1_10
Q9LYK2	NRT27_ARATH	reviewed	High affinity nitrate transporter 2.7 (AtNRT2:7)	NRT2.7 At5g14570 T15N1.60
Q8LPJ5	ICDHP_ARATH	reviewed	Isocitrate dehydrogenase [NADP], chloroplastic/mitochondrial (EC 1.1.1.42)	At5g14590 T15N1.80
Q84K50	Q84K50_ARATH	unreviewed	tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220)	At5g14600 T15N1.90 T15N1_90
Q9M548	DRM2_ARATH	reviewed	DNA (cytosine-5)-methyltransferase DRM2 (EC 2.1.1.37) (Protein DOMAINS REARRANGED METHYLASE 2)	DRM2 At5g14620/At5g14630 T15N1.110/T15N1.120
Q8VZD5	KSG5_ARATH	reviewed	Shaggy-related protein kinase epsilon (EC 2.7.11.1) (ASK-epsilon) (Shaggy-related protein kinase 13) (AtSK13)	ASK5 SK13 At5g14640 T15N1.130
Q9FUZ2	DEF1B_ARATH	reviewed	Peptide deformylase 1B, chloroplastic/mitochondrial (AtDEF2) (AtPDF1B) (PDF 1B) (EC 3.5.1.88) (Polypeptide deformylase)	PDF1B DEF2 At5g14660 T15N1_150
Q9LYJ3	Q9LYJ3_ARATH	unreviewed	ADP-ribosylation factor A1B (ADP-ribosylation factor-like protein)	ADP-ribosylation factor A1B ARFA1B ATARFA1B At5g14670 T15N1.160 T15N1_160
Q9LYJ1	Q9LYJ1_ARATH	unreviewed	At5g14690 (Transmembrane protein)	T15N1_180 At5g14690 T9L3.3
Q9LYJ0	Q9LYJ0_ARATH	unreviewed	Cinnamoyl CoA reductase-like protein (NAD(P)-binding Rossmann-fold superfamily protein) (Putative cinnamoyl CoA reductase)	T15N1_190 At5g14700 T9L3.2
Q84WU5	Q84WU5_ARATH	unreviewed	Protein kinase superfamily protein	At5g14720 T9L3.20 T9L3_20
A8MQY4	A8MQY4_ARATH	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	CA2 BETA CA2 BETA CARBONIC ANHYDRASE 2 CA18 CARBONIC ANHYDRASE 18 CARBONIC ANHYDRASE 2 carbonic anhydrase 2 At5g14740 T9L3.40 T9L3_40
F4K873	F4K873_ARATH	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	CA2 BETA CA2 BETA CARBONIC ANHYDRASE 2 CA18 CARBONIC ANHYDRASE 18 CARBONIC ANHYDRASE 2 carbonic anhydrase 2 At5g14740 T9L3.40 T9L3_40
F4K875	F4K875_ARATH	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	CA2 BETA CA2 BETA CARBONIC ANHYDRASE 2 CA18 CARBONIC ANHYDRASE 18 CARBONIC ANHYDRASE 2 carbonic anhydrase 2 At5g14740 T9L3.40 T9L3_40
P42737	BCA2_ARATH	reviewed	Beta carbonic anhydrase 2, chloroplastic (AtbCA2) (AtbetaCA2) (EC 4.2.1.1) (Beta carbonate dehydratase 2)	BCA2 CA18 CA2 At5g14740 T9L3.40
Q9SEI0	WER_ARATH	reviewed	Transcription factor WER (Myb-related protein 66) (AtMYB66) (Protein WEREWOLF)	WER MYB66 At5g14750 T9L3.50
Q94AY1	NADB_ARATH	reviewed	L-aspartate oxidase, chloroplastic (EC 1.4.3.16) (Protein FLAGELLIN-INSENSITIVE 4)	AO FIN4 At5g14760 T9L3.60
Q9S7E4	FDH_ARATH	reviewed	Formate dehydrogenase, chloroplastic/mitochondrial (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	FDH1 FDH At5g14780 T9L3_80
F4K884	F4K884_ARATH	unreviewed	Pyrroline-5-carboxylate (P5C) reductase	P5CR AT-P5C1 AT-P5R EMB2772 EMBRYO DEFECTIVE 2772 At5g14800 T9L3.100 T9L3_100
P54904	P5CR1_ARATH	reviewed	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (Protein EMBRYO DEFECTIVE 2772)	PROC1 EMB2772 At5g14800 T9L3_100
Q9LEQ3	CNG18_ARATH	reviewed	Cyclic nucleotide-gated ion channel 18 (Cyclic nucleotide- and calmodulin-regulated ion channel 18)	CNGC18 At5g14870 T9L3_170
Q93VK7	Q93VK7_ARATH	unreviewed	AT5g14910/F2G14_30 (Heavy metal transport/detoxification superfamily protein)	At5g14910 F2G14.30 F2G14_30
F4K895	F4K895_ARATH	unreviewed	Gibberellin-regulated family protein	A-stimulated in Arabidopsis 14 GASA14 At5g14920 F2G14.40 F2G14_40
Q9LFR3	GASAE_ARATH	reviewed	Gibberellin-regulated protein 14 (GAST1 protein homolog 14)	GASA14 At5g14920 F2G14.40
A8MS15	A8MS15_ARATH	unreviewed	Senescence-associated gene 101	SAG101 senescence-associated gene 101 At5g14930 F2G14.50 F2G14_50
Q4F883	SG101_ARATH	reviewed	Senescence-associated carboxylesterase 101 (EC 3.1.1.1)	SAG101 At5g14930 F2G14.50
Q9LFR0	GMAN2_ARATH	reviewed	Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (AtGMII) (Man II) (Protein hybrid glycosylation 1)	GMII HGL1 At5g14950 F2G14.70
